id,number,GCaMP,age,cohort,monitoring_frame_range,sex,funcsim_whole,funcsim_segment_0/2,funcsim_segment_1/2
M39-12_v1,39,False,12,,"(88, 4695)",F,-0.08612497305326124,-0.10254643801464962,0.025468680957018357
M42-12_v1,42,False,12,,"(113, 4794)",F,-0.1203095987547403,-0.03643332457585542,-0.31665829225130027
M44-12_v1,44,False,12,,"(93, 4987)",M,0.09908623358553363,0.16609629227426814,-0.1640930519176797
M45-12_v1,45,False,12,,"(81, 4877)",M,0.4164126573035381,0.45070708188524417,0.2069871847086869
M46-12_v1,46,False,12,,"(116, 4835)",M,0.28340999662840477,0.2820663935709611,0.19093567463130254
M251-6_v1,251,False,6,,"(52, 4966)",F,0.3193755493053954,0.31567318544256,0.24718666705600836
M254-6_v1,254,False,6,,"(51, 4955)",M,0.2904592146060517,0.26521413368459773,0.33446998696828745
M308-8_v1,308,False,8,2.0,"(88, 7378)",F,0.6163838784118673,0.6522610908527718,0.21855980868564506
M308-10_v1,308,False,10,2.0,"(111, 7328)",F,0.352052967791282,0.3459303308270306,0.4115448415617122
M308-12_v1,308,False,12,2.0,"(135, 7630)",F,0.5288300551490517,0.5964005502340792,0.35777363572702253
M308-14_v1,308,False,14,2.0,"(107, 7269)",F,0.5116766560047674,0.4523283501647773,0.48081278280098577
